Key Stage,Year,Category Code,Category Name,Skill Code,Skill Number,Skill Title,Skill URL
Sixth Form / A-Levels,Year 13,E,Analysing informational texts,E.5,5,Analyse rhetorical strategies in historical texts: set 1,https://uk.ixl.com/english/year-13/analyse-rhetorical-strategies-in-historical-texts-set-1
Sixth Form / A-Levels,Year 13,E,Analysing informational texts,E.6,6,Analyse rhetorical strategies in historical texts: set 2,https://uk.ixl.com/english/year-13/analyse-rhetorical-strategies-in-historical-texts-set-2
Sixth Form / A-Levels,Year 13,F,Organising writing,F.1,1,Order topics from broadest to narrowest,https://uk.ixl.com/english/year-13/order-topics-from-broadest-to-narrowest
Sixth Form / A-Levels,Year 13,F,Organising writing,F.2,2,Organise information by topic,https://uk.ixl.com/english/year-13/organise-information-by-topic
Sixth Form / A-Levels,Year 13,G,Topic sentences,G.1,1,Choose the topic sentence that best captures the main idea,https://uk.ixl.com/english/year-13/choose-the-topic-sentence-that-best-captures-the-main-idea
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.1,1,Distinguish facts from opinions,https://uk.ixl.com/english/year-13/distinguish-facts-from-opinions
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.2,2,Identify stronger and weaker evidence to support a claim,https://uk.ixl.com/english/year-13/identify-stronger-and-weaker-evidence-to-support-a-claim
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.3,3,Choose the best evidence to support a claim,https://uk.ixl.com/english/year-13/choose-the-best-evidence-to-support-a-claim
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.4,4,Identify supporting evidence in a text,https://uk.ixl.com/english/year-13/identify-supporting-evidence-in-a-text
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.5,5,Evaluate counterclaims,https://uk.ixl.com/english/year-13/evaluate-counterclaims
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.6,6,Choose the analysis that logically connects the evidence to the claim,https://uk.ixl.com/english/year-13/choose-the-analysis-that-logically-connects-the-evidence-to-the-claim
Sixth Form / A-Levels,Year 13,H,Developing and supporting arguments,H.7,7,"Transition logically between claims, evidence, analysis and counterclaims",https://uk.ixl.com/english/year-13/transition-logically-between-claims-evidence-analysis-and-counterclaims
Sixth Form / A-Levels,Year 13,I,Persuasive strategies,I.1,1,"Identify appeals to ethos, pathos and logos in advertisements",https://uk.ixl.com/english/year-13/identify-appeals-to-ethos-pathos-and-logos-in-advertisements
Sixth Form / A-Levels,Year 13,I,Persuasive strategies,I.2,2,"Use appeals to ethos, pathos and logos in persuasive writing",https://uk.ixl.com/english/year-13/use-appeals-to-ethos-pathos-and-logos-in-persuasive-writing
Sixth Form / A-Levels,Year 13,J,Writing clearly and concisely,J.1,1,Transitions with conjunctive adverbs,https://uk.ixl.com/english/year-13/transitions-with-conjunctive-adverbs
Sixth Form / A-Levels,Year 13,J,Writing clearly and concisely,J.2,2,"Avoid double, illogical and unclear comparisons",https://uk.ixl.com/english/year-13/avoid-double-illogical-and-unclear-comparisons
Sixth Form / A-Levels,Year 13,J,Writing clearly and concisely,J.3,3,Identify sentences with parallel structure,https://uk.ixl.com/english/year-13/identify-sentences-with-parallel-structure
Sixth Form / A-Levels,Year 13,J,Writing clearly and concisely,J.4,4,Use parallel structure,https://uk.ixl.com/english/year-13/use-parallel-structure
Sixth Form / A-Levels,Year 13,J,Writing clearly and concisely,J.5,5,Remove redundant words or phrases,https://uk.ixl.com/english/year-13/remove-redundant-words-or-phrases
Sixth Form / A-Levels,Year 13,K,Editing and revising,K.1,1,Use the correct frequently confused word,https://uk.ixl.com/english/year-13/use-the-correct-frequently-confused-word
Sixth Form / A-Levels,Year 13,K,Editing and revising,K.2,2,Identify and correct errors with frequently confused words,https://uk.ixl.com/english/year-13/identify-and-correct-errors-with-frequently-confused-words
Sixth Form / A-Levels,Year 13,K,Editing and revising,K.3,3,Identify and correct errors with frequently confused pronouns and contractions,https://uk.ixl.com/english/year-13/identify-and-correct-errors-with-frequently-confused-pronouns-and-contractions
Sixth Form / A-Levels,Year 13,K,Editing and revising,K.4,4,Correct errors with commonly misspelled words,https://uk.ixl.com/english/year-13/correct-errors-with-commonly-misspelled-words
Sixth Form / A-Levels,Year 13,K,Editing and revising,K.5,5,Correct errors in everyday use,https://uk.ixl.com/english/year-13/correct-errors-in-everyday-use
Sixth Form / A-Levels,Year 13,K,Editing and revising,K.6,6,Suggest appropriate revisions,https://uk.ixl.com/english/year-13/suggest-appropriate-revisions
Sixth Form / A-Levels,Year 13,L,Research skills,L.1,1,Identify plagiarism,https://uk.ixl.com/english/year-13/identify-plagiarism
Sixth Form / A-Levels,Year 13,M,Prefixes and suffixes,M.1,1,Prefixes,https://uk.ixl.com/english/year-13/prefixes
Sixth Form / A-Levels,Year 13,M,Prefixes and suffixes,M.2,2,Suffixes,https://uk.ixl.com/english/year-13/suffixes
Sixth Form / A-Levels,Year 13,M,Prefixes and suffixes,M.3,3,Word pattern analogies,https://uk.ixl.com/english/year-13/word-pattern-analogies
Sixth Form / A-Levels,Year 13,M,Prefixes and suffixes,M.4,4,Word pattern sentences,https://uk.ixl.com/english/year-13/word-pattern-sentences
Sixth Form / A-Levels,Year 13,N,Greek and Latin roots,N.1,1,Sort words by shared Greek or Latin roots,https://uk.ixl.com/english/year-13/sort-words-by-shared-greek-or-latin-roots
Sixth Form / A-Levels,Year 13,N,Greek and Latin roots,N.2,2,Use Greek and Latin roots as clues to the meanings of words,https://uk.ixl.com/english/year-13/use-greek-and-latin-roots-as-clues-to-the-meanings-of-words
Sixth Form / A-Levels,Year 13,N,Greek and Latin roots,N.3,3,Use words as clues to the meanings of Greek and Latin roots,https://uk.ixl.com/english/year-13/use-words-as-clues-to-the-meanings-of-greek-and-latin-roots
Sixth Form / A-Levels,Year 13,N,Greek and Latin roots,N.4,4,Determine the meanings of Greek and Latin roots,https://uk.ixl.com/english/year-13/determine-the-meanings-of-greek-and-latin-roots
Sixth Form / A-Levels,Year 13,N,Greek and Latin roots,N.5,5,Determine the meanings of words with Greek and Latin roots,https://uk.ixl.com/english/year-13/determine-the-meanings-of-words-with-greek-and-latin-roots
Sixth Form / A-Levels,Year 13,O,Homophones,O.1,1,Use the correct homophone,https://uk.ixl.com/english/year-13/use-the-correct-homophone
Sixth Form / A-Levels,Year 13,O,Homophones,O.2,2,Identify and correct errors with homophones,https://uk.ixl.com/english/year-13/identify-and-correct-errors-with-homophones
Sixth Form / A-Levels,Year 13,P,Foreign words and expressions,P.1,1,Use etymologies to determine the meanings of words,https://uk.ixl.com/english/year-13/use-etymologies-to-determine-the-meanings-of-words
Sixth Form / A-Levels,Year 13,P,Foreign words and expressions,P.2,2,Use context as a clue to the meanings of foreign expressions,https://uk.ixl.com/english/year-13/use-context-as-a-clue-to-the-meanings-of-foreign-expressions
Sixth Form / A-Levels,Year 13,P,Foreign words and expressions,P.3,3,Use the correct foreign expression,https://uk.ixl.com/english/year-13/use-the-correct-foreign-expression
Sixth Form / A-Levels,Year 13,Q,Word usage and nuance,Q.1,1,Describe the difference between related words,https://uk.ixl.com/english/year-13/describe-the-difference-between-related-words
Sixth Form / A-Levels,Year 13,Q,Word usage and nuance,Q.2,2,Choose the word whose connotation and denotation best match the sentence,https://uk.ixl.com/english/year-13/choose-the-word-whose-connotation-and-denotation-best-match-the-sentence
Sixth Form / A-Levels,Year 13,Q,Word usage and nuance,Q.3,3,Use words accurately and precisely,https://uk.ixl.com/english/year-13/use-words-accurately-and-precisely
Sixth Form / A-Levels,Year 13,Q,Word usage and nuance,Q.4,4,Replace words using a thesaurus,https://uk.ixl.com/english/year-13/replace-words-using-a-thesaurus
Sixth Form / A-Levels,Year 13,Q,Word usage and nuance,Q.5,5,Use dictionary entries to determine correct usage,https://uk.ixl.com/english/year-13/use-dictionary-entries-to-determine-correct-usage
Sixth Form / A-Levels,Year 13,R,Analogies,R.1,1,Analogies,https://uk.ixl.com/english/year-13/analogies
Sixth Form / A-Levels,Year 13,R,Analogies,R.2,2,Analogies: challenge,https://uk.ixl.com/english/year-13/analogies-challenge
Sixth Form / A-Levels,Year 13,S,Context clues,S.1,1,Determine the meaning of words using synonyms in context,https://uk.ixl.com/english/year-13/determine-the-meaning-of-words-using-synonyms-in-context
Sixth Form / A-Levels,Year 13,S,Context clues,S.2,2,Determine the meaning of words using antonyms in context,https://uk.ixl.com/english/year-13/determine-the-meaning-of-words-using-antonyms-in-context
Sixth Form / A-Levels,Year 13,S,Context clues,S.3,3,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-13/use-context-to-identify-the-meaning-of-a-word
Sixth Form / A-Levels,Year 13,S,Context clues,S.4,4,Domain-specific vocabulary in context: science and technical subjects,https://uk.ixl.com/english/year-13/domain-specific-vocabulary-in-context-science-and-technical-subjects
Sixth Form / A-Levels,Year 13,T,"Sentences, fragments and run-ons",T.1,1,Identify sentence fragments,https://uk.ixl.com/english/year-13/identify-sentence-fragments
Sixth Form / A-Levels,Year 13,T,"Sentences, fragments and run-ons",T.2,2,Identify run-on sentences,https://uk.ixl.com/english/year-13/identify-run-on-sentences
Sixth Form / A-Levels,Year 13,T,"Sentences, fragments and run-ons",T.3,3,Choose punctuation to avoid fragments and run-ons,https://uk.ixl.com/english/year-13/choose-punctuation-to-avoid-fragments-and-run-ons
Sixth Form / A-Levels,Year 13,U,Phrases and clauses,U.1,1,Is it a phrase or a clause?,https://uk.ixl.com/english/year-13/is-it-a-phrase-or-a-clause
Sixth Form / A-Levels,Year 13,U,Phrases and clauses,U.2,2,Identify prepositional phrases,https://uk.ixl.com/english/year-13/identify-prepositional-phrases
Sixth Form / A-Levels,Year 13,U,Phrases and clauses,U.3,3,Identify appositives and appositive phrases,https://uk.ixl.com/english/year-13/identify-appositives-and-appositive-phrases
Sixth Form / A-Levels,Year 13,U,Phrases and clauses,U.4,4,Identify dependent and independent clauses,https://uk.ixl.com/english/year-13/identify-dependent-and-independent-clauses
Sixth Form / A-Levels,Year 13,U,Phrases and clauses,U.5,5,"Is the sentence simple, compound, complex or compound-complex?",https://uk.ixl.com/english/year-13/is-the-sentence-simple-compound-complex-or-compound-complex
Sixth Form / A-Levels,Year 13,U,Phrases and clauses,U.6,6,Combine sentences using relative clauses,https://uk.ixl.com/english/year-13/combine-sentences-using-relative-clauses
Sixth Form / A-Levels,Year 13,V,Pronouns,V.1,1,Identify and correct errors with subject and object pronouns,https://uk.ixl.com/english/year-13/identify-and-correct-errors-with-subject-and-object-pronouns
Sixth Form / A-Levels,Year 13,V,Pronouns,V.2,2,Subject and object pronouns review,https://uk.ixl.com/english/year-13/subject-and-object-pronouns-review
Sixth Form / A-Levels,Year 13,V,Pronouns,V.3,3,Pronouns after 'than' and 'as',https://uk.ixl.com/english/year-13/pronouns-after-than-and-as
Sixth Form / A-Levels,Year 13,V,Pronouns,V.4,4,Identify and correct pronoun errors with 'who',https://uk.ixl.com/english/year-13/identify-and-correct-pronoun-errors-with-who
Sixth Form / A-Levels,Year 13,V,Pronouns,V.5,5,Use relative pronouns: who and whom,https://uk.ixl.com/english/year-13/use-relative-pronouns-who-and-whom
Sixth Form / A-Levels,Year 13,V,Pronouns,V.6,6,"Use relative pronouns: who, whom, whose, which and that",https://uk.ixl.com/english/year-13/use-relative-pronouns-who-whom-whose-which-and-that
Sixth Form / A-Levels,Year 13,V,Pronouns,V.7,7,Identify vague pronoun references,https://uk.ixl.com/english/year-13/identify-vague-pronoun-references
Sixth Form / A-Levels,Year 13,V,Pronouns,V.8,8,Identify all of the possible antecedents,https://uk.ixl.com/english/year-13/identify-all-of-the-possible-antecedents
Sixth Form / A-Levels,Year 13,V,Pronouns,V.9,9,Correct inappropriate shifts in pronoun number and person,https://uk.ixl.com/english/year-13/correct-inappropriate-shifts-in-pronoun-number-and-person
Sixth Form / A-Levels,Year 13,W,Verb types,W.1,1,Identify transitive and intransitive verbs,https://uk.ixl.com/english/year-13/identify-transitive-and-intransitive-verbs
Sixth Form / A-Levels,Year 13,W,Verb types,W.2,2,"Identify linking verbs, predicate adjectives and predicate nouns",https://uk.ixl.com/english/year-13/identify-linking-verbs-predicate-adjectives-and-predicate-nouns
Sixth Form / A-Levels,Year 13,W,Verb types,W.3,3,Identify participles and what they modify,https://uk.ixl.com/english/year-13/identify-participles-and-what-they-modify
Sixth Form / A-Levels,Year 13,W,Verb types,W.4,4,Identify gerunds and their functions,https://uk.ixl.com/english/year-13/identify-gerunds-and-their-functions
Sixth Form / A-Levels,Year 13,W,Verb types,W.5,5,Identify infinitives and infinitive phrases,https://uk.ixl.com/english/year-13/identify-infinitives-and-infinitive-phrases
Sixth Form / A-Levels,Year 13,X,Subject-verb agreement,X.1,1,Identify and correct errors with subject-verb agreement,https://uk.ixl.com/english/year-13/identify-and-correct-errors-with-subject-verb-agreement
Sixth Form / A-Levels,Year 13,X,Subject-verb agreement,X.2,2,Identify and correct errors with indefinite pronoun-verb agreement,https://uk.ixl.com/english/year-13/identify-and-correct-errors-with-indefinite-pronoun-verb-agreement
Sixth Form / A-Levels,Year 13,X,Subject-verb agreement,X.3,3,Identify and correct verb agreement with compound subjects,https://uk.ixl.com/english/year-13/identify-and-correct-verb-agreement-with-compound-subjects
Sixth Form / A-Levels,Year 13,Y,Verb tense,Y.1,1,Form the progressive verb tenses,https://uk.ixl.com/english/year-13/form-the-progressive-verb-tenses
Sixth Form / A-Levels,Year 13,Y,Verb tense,Y.2,2,Form the perfect verb tenses,https://uk.ixl.com/english/year-13/form-the-perfect-verb-tenses
Sixth Form / A-Levels,Year 13,Y,Verb tense,Y.3,3,Identify and correct inappropriate shifts in verb tense,https://uk.ixl.com/english/year-13/identify-and-correct-inappropriate-shifts-in-verb-tense
Sixth Form / A-Levels,Year 13,Z,Adjectives and adverbs,Z.1,1,Form and use comparative and superlative adjectives,https://uk.ixl.com/english/year-13/form-and-use-comparative-and-superlative-adjectives
Sixth Form / A-Levels,Year 13,Z,Adjectives and adverbs,Z.2,2,"Good, better, best, bad, worse and worst",https://uk.ixl.com/english/year-13/good-better-best-bad-worse-and-worst
Sixth Form / A-Levels,Year 13,Z,Adjectives and adverbs,Z.3,3,Form and use comparative and superlative adverbs,https://uk.ixl.com/english/year-13/form-and-use-comparative-and-superlative-adverbs
Sixth Form / A-Levels,Year 13,Z,Adjectives and adverbs,Z.4,4,"Well, better, best, badly, worse and worst",https://uk.ixl.com/english/year-13/well-better-best-badly-worse-and-worst
Sixth Form / A-Levels,Year 13,AA,Misplaced modifiers,AA.1,1,Misplaced modifiers with pictures,https://uk.ixl.com/english/year-13/misplaced-modifiers-with-pictures
Sixth Form / A-Levels,Year 13,AA,Misplaced modifiers,AA.2,2,Select the misplaced or dangling modifier,https://uk.ixl.com/english/year-13/select-the-misplaced-or-dangling-modifier
